arn,reconciliation_date,settlement_date,value_date,merchant_date,working_days,calendar_days
24234282189000752306063,2022-07-19,2022-08-05,2022-08-05,2022-08-05,0,17
24234282174000590474187,2022-07-01,2022-07-21,2022-07-21,2022-07-21,0,20
24234282182000673289601,2022-07-23,2022-07-29,2022-07-29,2022-07-29,0,6
24234282185000706489589,2022-07-13,2022-08-01,2022-08-01,2022-08-01,0,19
24234282186000713122750,2022-07-15,2022-08-02,2022-08-02,2022-08-02,0,18
24234282177000620712579,2022-07-26,2022-07-28,2022-07-28,2022-07-28,0,2
24234282182000672553841,2022-07-08,2022-07-29,2022-07-29,2022-07-29,0,21
24234282182000673157436,2022-07-09,2022-07-31,2022-08-01,2022-08-01,0,22
24234282184000696420405,2022-07-07,2022-07-31,2022-08-01,2022-08-01,0,24
24234282185000708070734,2022-07-09,2022-08-01,2022-08-01,2022-08-01,0,23
24234282187000729459419,2022-07-26,2022-08-03,2022-08-03,2022-08-03,0,8
24234282173000574433325,2022-07-09,2022-07-20,2022-07-20,2022-07-20,0,11
24234282177000623319224,2022-07-20,2022-07-25,2022-07-25,2022-07-25,0,5
24234282184000701135014,2022-07-16,2022-08-01,2022-08-01,2022-08-01,0,16
24234282188000741265819,2022-07-20,2022-08-04,2022-08-04,2022-08-04,0,15
24234282188000747366645,2022-07-22,2022-08-04,2022-08-04,2022-08-04,0,13
24234282180000650761608,2022-07-07,2022-07-27,2022-07-27,2022-07-27,0,20
24234282186000721144556,2022-07-29,2022-08-02,2022-08-02,2022-08-02,0,4
24234282190000771642156,2022-07-29,2022-08-06,2022-08-08,2022-08-08,0,8
24234282172000567330265,2022-07-28,2022-07-30,2022-08-01,2022-08-01,0,2
24234282179000638310067,2022-07-02,2022-07-26,2022-07-26,2022-07-26,0,24
24234282184000691193528,2022-07-08,2022-07-31,2022-08-01,2022-08-01,0,23
24234282187000732032229,2022-07-15,2022-08-03,2022-08-03,2022-08-03,0,19
24234282190000770886622,2022-07-16,2022-08-06,2022-08-08,2022-08-08,0,21
24234282176000611808668,2022-07-07,2022-07-23,2022-07-25,2022-07-25,0,16
24234282180000650770328,2022-07-20,2022-07-27,2022-07-27,2022-07-27,0,7
24234282189000751343349,2022-07-21,2022-08-05,2022-08-05,2022-08-05,0,15
24234282189000751036539,2022-07-26,2022-08-05,2022-08-05,2022-08-05,0,10
24234282189000751530838,2022-07-10,2022-08-05,2022-08-05,2022-08-05,0,26
24234282189000760562764,2022-07-29,2022-08-05,2022-08-05,2022-08-05,0,7
24234282184000699079869,2022-07-07,2022-07-31,2022-08-01,2022-08-01,0,24
24234282186000720002425,2022-07-19,2022-08-02,2022-08-02,2022-08-02,0,14
24234282186000722654967,2022-07-17,2022-08-02,2022-08-02,2022-08-02,0,16
24234282188000743179844,2022-07-14,2022-08-04,2022-08-04,2022-08-04,0,21
24234282176000612869172,2022-07-16,2022-07-23,2022-07-25,2022-07-25,0,7
24234282183000689009646,2022-07-30,2022-08-01,2022-08-01,2022-08-01,0,2
24234282186000725527012,2022-07-23,2022-08-03,2022-08-03,2022-08-03,0,11
24234282176000603909649,2022-07-09,2022-07-23,2022-07-25,2022-07-25,0,14
24234282177000620946870,2022-07-30,2022-08-01,2022-08-01,2022-08-01,0,2
24234282182000670491812,2022-07-16,2022-07-31,2022-08-01,2022-08-01,0,15
24234282188000740455098,2022-07-11,2022-08-04,2022-08-04,2022-08-04,0,24
24234282178000629055979,2022-07-26,2022-07-28,2022-07-28,2022-07-28,0,2
24234282184000692242928,2022-07-19,2022-07-31,2022-08-01,2022-08-01,0,12
24234282176000610702326,2022-07-23,2022-07-25,2022-07-25,2022-07-25,0,2
24234282178000623638309,2022-07-16,2022-07-25,2022-07-25,2022-07-25,0,9
24234282181000663079419,2022-07-07,2022-07-28,2022-07-28,2022-07-28,0,21
24234282186000715042170,2022-07-12,2022-08-02,2022-08-02,2022-08-02,0,21
24234282187000729372885,2022-07-16,2022-08-03,2022-08-03,2022-08-03,0,18
24234282179000636488725,2022-07-14,2022-07-26,2022-07-26,2022-07-26,0,12
24234282185000709461429,2022-07-29,2022-08-01,2022-08-01,2022-08-01,0,3
24234282186000713781753,2022-07-29,2022-08-02,2022-08-02,2022-08-02,0,4
24234282177000623385159,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282180000645793518,2022-07-05,2022-07-27,2022-07-27,2022-07-27,0,22
24234282181000655171356,2022-07-20,2022-07-28,2022-07-28,2022-07-28,0,8
24234282174000586699540,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282181000658174555,2022-07-06,2022-07-28,2022-07-28,2022-07-28,0,22
24234282182000667945457,2022-07-21,2022-07-31,2022-08-01,2022-08-01,0,10
24234282187000729606043,2022-07-09,2022-08-03,2022-08-03,2022-08-03,0,25
24234282187000730538128,2022-07-16,2022-08-03,2022-08-03,2022-08-03,0,18
24234282190000769688948,2022-07-16,2022-08-06,2022-08-08,2022-08-08,0,21
24234282186000719647941,2022-07-21,2022-08-02,2022-08-02,2022-08-02,0,12
24234282171000559574442,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282177000620646611,2022-07-07,2022-07-24,2022-07-25,2022-07-25,0,17
24234282180000649890195,2022-07-09,2022-07-27,2022-07-27,2022-07-27,0,18
24234282186000721852489,2022-07-29,2022-08-02,2022-08-02,2022-08-02,0,4
24234282187000734608315,2022-07-14,2022-08-03,2022-08-03,2022-08-03,0,20
24234282189000759774479,2022-07-14,2022-08-05,2022-08-05,2022-08-05,0,22
24234282189000760151444,2022-07-20,2022-08-05,2022-08-05,2022-08-05,0,16
24234282181000655380916,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282185000710366955,2022-07-12,2022-08-01,2022-08-01,2022-08-01,0,20
24234282188000733732776,2022-07-14,2022-08-03,2022-08-03,2022-08-03,0,20
24234282173000576868908,2022-07-01,2022-07-20,2022-07-20,2022-07-20,0,19
24234282181000663550278,2022-07-16,2022-07-28,2022-07-28,2022-07-28,0,12
24234282186000713828604,2022-07-15,2022-08-02,2022-08-02,2022-08-02,0,18
24234282173000574556562,2022-07-09,2022-07-20,2022-07-20,2022-07-20,0,11
24234282180000654767700,2022-07-03,2022-07-28,2022-07-28,2022-07-28,0,25
24234282186000713083465,2022-07-14,2022-08-02,2022-08-02,2022-08-02,0,19
24234282189000755570053,2022-07-14,2022-08-05,2022-08-05,2022-08-05,0,22
24234282176000606052892,2022-07-02,2022-07-23,2022-07-25,2022-07-25,0,21
24234282185000704270262,2022-07-23,2022-08-01,2022-08-01,2022-08-01,0,9
24234282174000590454080,2022-07-09,2022-07-21,2022-07-21,2022-07-21,0,12
24234282188000740615865,2022-07-15,2022-08-04,2022-08-04,2022-08-04,0,20
24234282181000656513614,2022-07-07,2022-07-28,2022-07-28,2022-07-28,0,21
24234282182000672311232,2022-07-08,2022-07-29,2022-07-29,2022-07-29,0,21
24234282186000722673611,2022-07-26,2022-08-02,2022-08-02,2022-08-02,0,7
24234282171000561029773,2022-07-23,2022-07-25,2022-07-25,2022-07-25,0,2
24234282177000623297487,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282183000680915346,2022-07-07,2022-07-30,2022-08-01,2022-08-01,0,23
24234282186000713362083,2022-07-10,2022-08-02,2022-08-02,2022-08-02,0,23
24234282187000731007560,2022-07-21,2022-08-03,2022-08-03,2022-08-03,0,13
24234282188000747112437,2022-07-14,2022-08-04,2022-08-04,2022-08-04,0,21
24234282185000702867804,2022-07-14,2022-08-01,2022-08-01,2022-08-01,0,18
24234282186000722624317,2022-07-12,2022-08-02,2022-08-02,2022-08-02,0,21
24234282189000752360771,2022-07-17,2022-08-07,2022-08-08,2022-08-08,0,21
24234282189000754364185,2022-07-15,2022-08-05,2022-08-05,2022-08-05,0,21
24234282173000574673359,2022-07-12,2022-07-20,2022-07-20,2022-07-20,0,8
24234282174000589671488,2022-07-05,2022-07-21,2022-07-21,2022-07-21,0,16
24234282175000600796685,2022-07-16,2022-07-22,2022-07-22,2022-07-22,0,6
24234282176000612168708,2022-07-07,2022-07-23,2022-07-25,2022-07-25,0,16
24234282181000663213489,2022-07-13,2022-07-28,2022-07-28,2022-07-28,0,15
24234282186000719598565,2022-07-28,2022-08-02,2022-08-02,2022-08-02,0,5
24234282186000721579041,2022-07-29,2022-08-02,2022-08-02,2022-08-02,0,4
24234282189000758513407,2022-07-14,2022-08-05,2022-08-05,2022-08-05,0,22
24234282190000771958925,2022-07-28,2022-08-06,2022-08-08,2022-08-08,0,9
24234282179000633431728,2022-07-03,2022-07-26,2022-07-26,2022-07-26,0,23
24234282175000593805402,2022-07-05,2022-07-22,2022-07-22,2022-07-22,0,17
24234282175000600914775,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282178000623947262,2022-07-02,2022-07-25,2022-07-25,2022-07-25,0,23
24234282181000666817807,2022-07-04,2022-07-29,2022-07-29,2022-07-29,0,25
24234282186000715209696,2022-07-17,2022-08-02,2022-08-02,2022-08-02,0,16
24234282186000725391435,2022-07-14,2022-08-03,2022-08-03,2022-08-03,0,20
24234282171000561527339,2022-07-13,2022-07-18,2022-07-18,2022-07-18,0,5
24234282182000675694667,2022-07-12,2022-07-29,2022-07-29,2022-07-29,0,17
24234282187000734184671,2022-07-22,2022-08-03,2022-08-03,2022-08-03,0,12
24234282189000760090089,2022-07-15,2022-08-05,2022-08-05,2022-08-05,0,21
24234282172000569736915,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282173000574310093,2022-07-20,2022-07-22,2022-07-22,2022-07-22,0,2
24234282174000588765554,2022-07-06,2022-07-21,2022-07-21,2022-07-21,0,15
24234282179000633396558,2022-07-05,2022-07-26,2022-07-26,2022-07-26,0,21
24234282180000646446488,2022-07-05,2022-07-27,2022-07-27,2022-07-27,0,22
24234282181000656893594,2022-07-20,2022-07-28,2022-07-28,2022-07-28,0,8
24234282190000772862472,2022-07-23,2022-08-06,2022-08-08,2022-08-08,0,14
24234282179000639732186,2022-07-16,2022-07-26,2022-07-26,2022-07-26,0,10
24234282184000698793312,2022-07-09,2022-07-31,2022-08-01,2022-08-01,0,22
24234282186000722735733,2022-07-08,2022-08-02,2022-08-02,2022-08-02,0,25
24234282171000558613787,2022-07-13,2022-07-18,2022-07-18,2022-07-18,0,5
24234282185000701295726,2022-07-09,2022-08-01,2022-08-01,2022-08-01,0,23
24234282186000721821526,2022-07-10,2022-08-02,2022-08-02,2022-08-02,0,23
24234282190000765261179,2022-07-28,2022-08-06,2022-08-08,2022-08-08,0,9
24234282180000643675733,2022-07-09,2022-07-27,2022-07-27,2022-07-27,0,18
24234282180000651205332,2022-07-09,2022-07-27,2022-07-27,2022-07-27,0,18
24234282183000683910799,2022-07-09,2022-07-30,2022-08-01,2022-08-01,0,21
24234282188000743505857,2022-07-19,2022-08-04,2022-08-04,2022-08-04,0,16
24234282189000746843510,2022-07-16,2022-08-04,2022-08-04,2022-08-04,0,19
24234282189000760065727,2022-07-18,2022-08-05,2022-08-05,2022-08-05,0,18
